ID,Name,Countries,Country Codes,ISO639-3 Codes,Degree of endangerment,Number of speakers,Latitude,Longitude,Description of the location
2425,Mulam,China,CHN,mlm,Vulnerable,30000,24.6341,108.2895,
2427,Maonan,China,CHN,mmd,Vulnerable,30000,24.8341,107.577,
1715,Moro,Sudan,SDN,mor,Definitely endangered,30000,10.8872,30.1904,Various villages in Logorban
1012,Quechua of Cajamarca,Peru,PER,"qnt, quf",Severely endangered,30000,-7.1772,-78.673,"Departamentos de  Cajamarca y Lambayeque, poblados de Incahuasi, Chetilla, Porcon, entre otros."
1276,Quichua (Pastaza),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered,30000,-1.7575,-76.8603,"Eastern Amazonian region along Bobonaza and Conambo rivers, Pastaza Province."
1378,Rushani,"Tajikistan, Afghanistan","TJK, AFG",sgh,Definitely endangered,30000,37.8705,71.5979,"Rushan district, Gorno Badakhshan Region of Tajikistan and Badakhshan Province of Afghanistan"
393,North Saami,"Finland, Norway, Russian Federation, Sweden","FIN, NOR, RUS, SWE",sme,Definitely endangered,30000,68.9099,22.9394,"most parts of Finnmark and Troms provinces and the northernmost corner of Nordland Province, Norway; Kiruna and Pajala counties and parts of Gällivare and other adjacent counties in Norrbotten Province (Torne Lappmark) as well as, because of resettlements in the twentieth century, also in more southerly regions, Sweden; Utsjoki and Enontekiö counties, western parts of Inari County, and Vuotso region of Sodankylä County in Lapland Province, Finland; formerly also Petsamo region in Murmansk Province, the Russian Federation"
2181,Tidikelt,Algeria,DZA,tia,Critically endangered,30000,26.8828,2.5488,Tidkilet region especially In Salah and several other oases.
2221,"Mok (Myanmar, Thailand)","Myanmar, Thailand","MMR, THA",tlq,Definitely endangered,30000,21.7333,99.7666,
659,Toba,Argentina,ARG,tob,Definitely endangered,30000,-25.958,-59.0625,"Eastern Formosa Province, Chaco Province and Santa Fe, Buenos Aires.  "
2321,Tialo,Indonesia,IDN,txm,Vulnerable,30000,0.4888,120.8935,Sulawesi
503,Tundra Nenets,Russian Federation,RUS,yrk,Definitely endangered,30000,67.5001,67.7856,"Yamal, Nadym and Taz counties and the northern parts of Ural (Priural’skiy) County in Yamal Nenets Autonomous District; most parts of Ust’-Yeniseysk County in Taymyr (Dolgan and Nenets) Autonomous District; the northernmost parts of European Russia including Nenets Autonomous District, the Kolguyev Island, the northern parts of Mezen’ County and formerly the Novaya Zemlya Islands in Arkhangel’sk Province, as well as Vorkuta Territory and at least formerly the northern parts of Inta Territory and Usinsk, Ust’-Tsil’ma and Izhma counties in the Komi Republic"
421,Vojvodina Rusyn,"Croatia, Serbia","HRV, SRB",,Definitely endangered,30000,45.6351,19.1903,the Bačka region in Vojvodina Province in Serbia and cross-border areas in Croatia; incorrectly subsumed under Rusyn [rue] by the SIL
979,Tagin,India,IND,,Vulnerable,30000,28.038,94.2022,"Arunachal Pradesh, Lower Subansiri and Upper Subansiri districts; concentration in town of Daporijo "
1077,Abaza,"Russian Federation, Turkey","RUS, TUR",abq,Definitely endangered,31000,44.1556,41.9368,"parts of the Karachay-Cherkes Republic in the Russian Federation; the Ashkharawa dialect, officially subsumed under Abaza, belongs to Abkhaz"
1171,Koch,India,IND,kdq,Definitely endangered,31000,25.7603,90.3955,"Meghalaya, West Garo Hills District; Assam; Tripura; Manipur; West Bengal."
1561,Sirmaudi,India,IND,srx,Critically endangered,31144,30.9823,77.1569,"Himachal Pradesh, near Shimla and Solan"
431,Danuwar,Nepal,NPL,dhw,Severely endangered,31849,26.9661,86.3223,"Sindhulī and Udaypur districts in the Inner Terai, but also in Kābhrepālañcok, Sindhupālcok, Sarlāhī, Mahottarī, Dhanuṣā and Sirahā districts"
2309,Lauje,Indonesia,IDN,law,Vulnerable,32000,-0.4531,119.9816,Sulawesi
1490,Mayo,Mexico,MEX,mfy,Critically endangered,32869,26.9114,-109.6271,"Municipalities of Cajeme, Etchojoa, Huatabampo, Navojoa and others in the state of Sonora; Guasave in the state of Sinaloa."
1106,Nocte,India,IND,njb,Vulnerable,33000,27.1618,95.7952,"Arunachal Pradesh, Tirap Dt."
1116,Thangmi,Nepal,NPL,thf,Definitely endangered,33500,27.6969,86.0057,Dolakhā and Sindhupālcok districts
1277,Highland Mazatec,Mexico,MEX,mau,Vulnerable,33859,18.1307,-96.8436,"Municipalities of Huautla de Jiménez and Huautepec, state of Oaxaca"
1147,Liangmai,India,IND,njn,Vulnerable,34000,25.2794,93.6694,"Nagaland, Kohima Dt."
1150,Zeme,India,IND,nzm,Vulnerable,34000,25.5027,93.5595,"Manipur, Tamenglong Dt.; Nagaland, Kohima Dt."
1800,Jakaltek (Guatemala),Guatemala,GTM,jai,Definitely endangered,34038,15.6685,-91.7111,Concepción Huista; Jacaltenango in dept. of Huehuetenango
296,Sikuani,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN","guh, gob",Vulnerable,34614,3.4256,-68.8183,"Departments of Arauca, Casanare, Meta, Vichada (Colombia). States of Amazonas, Apure, Bolívar and Guarico (Venezuela)."
988,Galo,India,IND,adl,Vulnerable,35000,28.1688,94.7433,southern parts of West Siang Dt.
938,Apatani,India,IND,apt,Vulnerable,35000,27.5228,93.8177,"Apatani valley, lower Subansiri D."
759,Shuar chicham,Ecuador,ECU,jiv,Definitely endangered,35000,-2.8826,-78.0303,"Provinces of Morona Santiago, Pastaza and Zamora Chinchipe. Smaller communities are located in the provinces of  Sucumbíos and Orellana  (Amazonia) and also in the Coastal region (Provinces of Guayas and Esmeraldas.)"
1218,Korwa,India,IND,kfp,Vulnerable,35000,22.4922,84.1552,"Jharkhand, Palamau and Gumla districts; Chhattisgarh, Surguja, Raigarh and Bilaspur districts; Orissa, Mayurbhanj and Sundargarh districts; Uttar Pradesh, Mirzapur District; West Bengal; Andhra Pradesh"
999,Wanka Quechua,Peru,PER,"qhu, qhj, qxw, qvw",Severely endangered,35000,-12.136,-75.2453,"Zona central del Perú: departamento de Junín: provincias de Concepción, Chupaca, Huancayo y Jauja."
742,Ticuna,"Brazil, Colombia, Peru","BRA, COL, PER",tca,Definitely endangered,35000,-4.3464,-70.0048,"Depto. de  Loreto, en el llamado Trapecio Amazónico: fronteras de Perú, Colombia y Brasil"
406,Romansh,Switzerland,CHE,roh,Definitely endangered,35095,46.5777,9.6954,"mainly in Surselva, Seumeir and Unterengadin regions in Graubünden (Grischun)"
1491,Huichol,Mexico,MEX,hch,Vulnerable,35724,22.65,-103.5833,"Locality of San Andrés Cohamiata in the municipality of Mizquitic and 4 other municipalities in the stat of Jalisco; municipalities of El Nayar, La Yesca, Rosamorada, San Blas, and Santiago Ixcuintla in the state of Nayarit; municipality of Mezquital in the state of Durango"
1778,Akatek (Guatemala),Guatemala,GTM,knj,Vulnerable,35763,15.5724,-91.4218,"San Miguel Acatán, San Rafael La Independencia"
2414,Muji,China,CHN,"ymx, ymq, ymc, ymi, ymz",Definitely endangered,36500,23.6,102.7333,
1356,Chontal Tabasco,Mexico,MEX,chf,Severely endangered,36514,17.7607,-92.5936," Municipalities of Jalpa de Méndez, Nacajuca, Macuspana, Centla, state of Tabasco"
1082,Chepang,Nepal,NPL,"cdm, byh",Vulnerable,36807,27.7552,84.8144,"Makvānpur, Citvan and Dhādiṅ districts."
427,Western Mari,Russian Federation,RUS,mrj,Severely endangered,36822,56.3317,46.5545,westernmost parts of the Republic of Mariy-El and adjacent parts of Kirov (Vyatka) and Nizhniy Novgorod provinces
1151,Maram,India,IND,nma,Vulnerable,37000,25.185,93.9715,"Manipur, Senapati and Imphal districts"
905,Lower Mixe,Mexico,MEX,,Vulnerable,37000,16.9616,-95.093,"Municipalities of Camotlán, Mazatlán, San Juan Guichicovi, Santo Domingo Petapa, state of Oaxaaca"
2235,Phunoi,Lao People's Democratic Republic,LAO,pho,Vulnerable,37311,21.6833,102.1,
1717,Ngile,Sudan,SDN,jle,Severely endangered,38000,10.7901,29.8635,
1134,Khiamngan,India,IND,nky,Vulnerable,38000,26.0518,95.1031,"Nagaland, Tuensang District. "
734,Awajun,Peru,PER,agr,Vulnerable,39000,-4.3464,-77.8271,"Depto. de  Amazonas, Prov. de  Condorcanqui. También en el Depto. de  Loreto, provincia de  Daten. El centro del territorio está en la  ciudad  de  Nieva y sus alrededores."
986,Minyong,India,IND,adi,Vulnerable,40000,28.2632,95.0537,"Arunachal Pradesh, East Siang Dt., east of Siyom River and north of Pasighat."
1208,Gutob,India,IND,gbj,Vulnerable,40000,18.7086,83.5839,"Andhra Pradesh, Vishakhapatnam District; Orissa, Koraput District."
1927,Guaraní Boliviano,"Argentina, Bolivia (Plurinational State of)","ARG, BOL","gnw, gui",Vulnerable,40000,-20.1694,-63.8525,
70,Laro,Sudan,SDN,lro,Definitely endangered,40000,10.7685,29.902,
1137,Mru,Myanmar,MMR,mro,Severely endangered,40000,21.7748,92.2741,Chittagong hills
1104,Tangsa,India,IND,nst,Vulnerable,40000,27.4059,96.427,"Arunachal Pradesh, Changlang and Tirap districts.  Also spoken in Burma"
998,"Quechua of Cajatambo, Pasco and northern Junín",Peru,PER,"qvn, qvr, qva, qxa, qxt, qxh, qvl",Severely endangered,40000,-10.6147,-76.506,"Zona central del Perú, departamento de Junín (provincias de Junín y Tarma y Yauli), departamento de Pasco (provincias de Daniel Carrión y Pasco); parte de  Lima (Cajatambo, Oyón); parte de Huánuco (Ambo, Panao)."
1275,Quichua (Napo),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered,40000,-0.6371,-77.1459,"Eastern jungle along the Napo, Aguarico, and Putumayo rivers. The former Province of Napo, main location for the Quichua Napo dialect, was divided into three provinces: Napo whose capital is Tena (0:58'47.40""S; 77:48'42.39""W); Sucumbíos whose capital is Nueva Loja (0:06'00.05""N; 76:52'00.59""W), and Orellana whose capital is Coca (0:27'50.66""S; 76:59'01.51""W)"
1247,Kheng,Bhutan,BTN,xkf,Vulnerable,40000,27.0786,91.0272,"Kheng district, also known as Zh’ämgang, south of Bumthang"
149,Patani Malay,Thailand,THA,,Vulnerable,40000,6.6482,100.0387,
2210,Tetserret,Niger,NER,,Severely endangered,40000,15.4907,6.2072,Spoken around Abalak (near Tahoua)
1447,Satār,Nepal,NPL,sat,Vulnerable,40260,26.5541,87.918,Moraṅ and Jhāpā districts
1304,Jola-Kassa,Senegal,SEN,csk,Vulnerable,40850,13.1089,-15.8999,
1670,Dungan,"Kazakhstan, Kyrgyzstan","KAZ, KGZ",dng,Definitely endangered,41000,42.4518,78.4643,"Prschewalsk and Osh cities, Kyrgyzstan; Shaanhi dialect of Dungan is spoken is few villages in Kazakhstan."
1143,Kheza,India,IND,nkh,Vulnerable,41000,25.6811,94.367,Kohima and Phek districts
1804,Khalaj,Iran (Islamic Republic of),IRN,klj,Vulnerable,42100,34.3751,50.3063,"Northeast of Arak in Central Province, Iran"
704,Rarotongan,Cook Islands,COK,rar,Vulnerable,43000,-21.2343,-159.7837,"16800 in Cook Islands, remainder mainly in New Zealand"
134,Phuthi,Lesotho,LSO,ssw,Definitely endangered,43000,-29.3791,28.2838,
927,Sierra Otomí,Mexico,MEX,otm,Vulnerable,43468,20.1021,-97.622,"Huehuetla, Tenango de Doria (state of Hidalgo); Pahuatlán (state of Puebla); Ixhuatlán de Madero, Texcatepec (state of Veracruz"
362,Irish,"Ireland, United Kingdom of Great Britain and Northern Ireland","IRL, GBR",gle,Definitely endangered,44000,53.7876,-9.1845,"four principal areas in the west, two in Donegal County, one each in Galway and Kerry counties, plus eight small pockets, also in Mayo, Cork, and Waterford counties; formerly also in Northern Ireland"
1329,Reshe,Nigeria,NGA,res,Vulnerable,44000,10.8791,4.6115,
1025,Chamling,Nepal,NPL,rab,Definitely endangered,44093,27.0499,86.7329,Khoṭāṅ and Udaypur districts. South of the Dūdhkosī and on both banks of the Sunkosī river.
60,Lumun,Sudan,SDN,lmd,Definitely endangered,45000,10.8387,30.0338,"Talodi, Moro Hills; villages Toromathan, To'ri, and Canya'ru. "
2249,Baheng (China),China,CHN,pha,Vulnerable,45000,26.19,110.24,
1931,Quichua (Loja),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Severely endangered,45000,-3.6236,-79.2388,"Southern Ecuadorian Highlands, Province of Loja"
1213,Bhumji,India,IND,bij,Vulnerable,47000,21.8003,86.8139,"scattered over Bihar, Orissa, Jharkhand and Chattisgargh"
2240,Cosung (Viet Nam),Viet Nam,VNM,lkc,Definitely endangered,47000,22.6166,102.75,
2241,Cosung (China),China,CHN,lkc,Definitely endangered,47000,22.6833,102.6666,
1108,Wancho,India,IND,nnp,Vulnerable,49000,26.9759,95.4656,"Arunachal Pradesh, Changlang Dt."
915,Papantla Totonac,Mexico,MEX,top,Definitely endangered,49748,20.4477,-97.32,"Cazones, Coatzintla, Espinal, Papantla, Tecolutla, Tihuatlán in the state of Veracruz_"
1352,Arvanitika,Greece,GRC,aat,Severely endangered,50000,38.1863,23.6096,"rural areas in Attica, Boeotia (Voiotía), southern Euboea (Évvoia), northern Andros (Ándros), Corinthia, Argolis and a few smaller sections of Peloponnese and central Greece; an outlying dialect of (Tosk) Albanian"
462,Southern Altay,Russian Federation,RUS,alt,Definitely endangered,50000,51.069,86.5942,"the Republic of Altay in the Russian Federation, except that Teleut is mainly spoken in the Bachat region in Belovo, Gur’yevsk and Novokuznetsk counties in the western part of Kemerovo Province and the Chumysh region in Tselinnoye County in the eastern part of Altay Region in the Russian Federation as well as, at least until recently, in Altai District of northern Sinkiang, China"
458,Buryat (Manchuria),"China, Mongolia","CHN, MNG","bxm, bxr, bxu",Definitely endangered,50000,49.8096,119.7509,"the Barga steppe region in Hulun Buir League in Inner Mongolia, China; north-eastern border regions in Mongolia"
507,Buryat (Cis-Baikal),Russian Federation,RUS,"bxm, bxr, bxu",Severely endangered,50000,52.7961,104.8809,Ust’-Orda (Ust’-Ordynskiy) Buryat Autonomous District and elsewhere in Irkutsk Province
2229,Eastern Cham,Viet Nam,VNM,cjm,Definitely endangered,50000,10.7833,108.0833,
422,Võro-Seto,"Estonia, Russian Federation","EST, RUS",est,Definitely endangered,50000,57.8096,27.29,the southeastern corner of Estonia; Pechory County in the west of Pskov Province in the Russian Federation; a regional language not recognized by the SIL
1232,Hmar,India,IND,hmr,Vulnerable,50000,24.577,93.3178,"Assam, North Cachar and Cachar districts; Manipur, Churachandpur Dt.; Mizoram, Aizawl, Cachar, North Cachar districts; Tripura."
1494,Western Armenian (Turkey),Turkey,TUR,hye,Definitely endangered,50000,41.0213,28.9324,Istanbul; the village of Vakıflı Köyü in the Samandağ district of Hatay Province
687,West Greenlandic,Greenland (Kingdom of Denmark),GRL,kal,Vulnerable,50000,64.1681,-51.7236,the west coast of Greenland
1422,Huzhu Monguor,China,CHN,mjg,Severely endangered,50000,36.7608,102.4255,"Huzhu Tu Autonomous County and adjacent parts of Datong Hui and Tu Autonomous County, Qinghai, and adjacent parts of Tianzhu Tibetan Autonomous County, Gansu"
1159,Paite,India,IND,"pck, smt",Vulnerable,50000,24.1968,93.3563,"Assam, Cachar Dt.; Manipur, Churachandpur Dt.; Mizoram, Aizawl Dt. "
1929,Quichua (Imbabura),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Definitely endangered,50000,0.1757,-78.2006,"Northern Highlands, Imbabura Province: towns of Cotacachi, Atuntaqui, Ibarra and Otavalo (157 communities)"
1949,Soqotri,Yemen,YEM,sqt,Severely endangered,50000,12.5331,53.767,"Spoken only in Yemen, on the islands of Soqotra, Abd-al-Kuri and  Samha (Gulf of Aden). Belonging to the Modern South Arabian group but very distinct from the Mehri sub-group or from Jibbali.   
Some fishermen,  Soqotri native speakers, from Abd-al-Kuri are settled for many months in the year on the mainland coast of Hadramawt, others in the Mahra. A  Soqotry community (speaking Soqotri) is living in the emirate of 'Ajman. Capital of Soqotra is Hadibo (Tamarida on old maps). 
Four groups of dialects are distinguished among the surveyed dialects (from 1985 until 2004) : northern coastal villages :such as  Qadhub, Hadibo, Hawlef), the southern coast (Noged area), , the beduin varieties spoken in the Hagher Mountains,  far west dialects in the area of Qalansiya. The dialect of 'Abd-al-Kuri is apart whereas that of Samha is close to the western dialects of Soqotra (Naumkin 1988, 343-344). Soqotri have a rich oral literature (essentially poetry)."
1986,Turoyo,"Syrian Arab Republic, Turkey","SYR, TUR",tru,Severely endangered,50000,37.405,41.3745,"Traditionally spoken around the town of Midiad, Turkey; important emigration in Sweden and Germany"
2261,Cuona Menba,"Bhutan, China, India","BTN, CHN, IND",twm,Vulnerable,50000,26.8279,95.3623,
122,Zaramo,United Republic of Tanzania,TZA,zaj,Definitely endangered,50000,-6.922,39.2409,
1475,Transylvanian Saxon,Romania,ROU,,Severely endangered,50000,46.214,24.2413,Bistriţa (Bistritz) and Sibiu (Hermannstadt) regions in Transylvania; many now settled in Germany; an outlying dialect of Moselle Franconian (Luxemburgian) incorrectly subsumed under “Standard German” [deu] by the SIL
2180,Zenatiya,Algeria,DZA,,Critically endangered,50000,35.5702,1.8099,The Ouarsenis region including the the Tissemsilt Province (Wilaya)
1587,Parji,India,IND,pci,Critically endangered,51216,18.5629,82.8039,Madhya Pradesh
481,Khakas,Russian Federation,RUS,kjh,Definitely endangered,52217,53.7746,90.3735,the Republic of Khakasia; also Uzhur and Sharypovo counties in Krasnoyarsk Region and adjacent parts of the Republic of Tuva
370,Kashubian,Poland,POL,csb,Severely endangered,53000,54.2267,18.1713,"an area northwest, west and southwest of Gdansk, mainly in Wejherowo, Lebork, Bytów (Betowo), Pock (Puck), Kartuzy, Koscierzyna, and Chojnice districts"
643,Limonese Creole,Costa Rica,CRI,,Definitely endangered,55000,9.9916,-83.0316,Mostly in the Province of Limón
1504,Sierra de Puebla Náhuatl,Mexico,MEX,,Definitely endangered,57189,19.6223,-97.8149,"Municipalities of Chilchotla, Chichiquila, Ixtacamaxtitlán, Ahuacatlán, Aquixtla, Chignahuapan, Tepetzintla, Zacatlán and others in the state of Puebla"
411,Scottish Gaelic,United Kingdom of Great Britain and Northern Ireland,GBR,gla,Definitely endangered,58552,58.1011,-6.7675,"the Western Isles and parts of the Highlands, Scotland; émigré communities in Nova Scotia, Canada"
1186,Kachari,India,IND,xac,Definitely endangered,59000,25.2844,93.2189,"Assam, Sonitpur and Darrang districts"
1787,Chuj (Guatemala),Guatemala,GTM,"cnm, cac",Vulnerable,59048,15.8259,-91.4783,"San Mateo Ixtatán, San Sebastián Coatán, part of Nentón"
1027,Faroese,Faroe Islands,FRO,fao,Vulnerable,60000,62.0112,-6.7785,the Faroe Islands
2439,Northern Tujia,China,CHN,tji,Severely endangered,60000,28.828,109.5904,
2480,Torwali,Pakistan,PAK,trw,Definitely endangered,60000,35.5833,72.5,"both sides of Swat river, Swat Kohistan"
1155,Nruanghmei,India,IND,nbu,Vulnerable,61000,24.9661,93.5375,"Manipur, Tamenglong Dt.;  Nagaland, Kohima Dt.; Assam, Cachar Dt."
1139,Rengma,India,IND,"nnl, nre",Vulnerable,61000,25.958,94.2462,"Nagaland, Kohima Dt."
1554,Churahi,India,IND,cdj,Definitely endangered,61199,33.1835,76.5747,Himachal Pradesh
1897,Kuna (Panama),Panama,PAN,"kvn, cuk",Vulnerable,61703,9.5983,-79.6334,"Paya and Picuro localities of southeastern Panama; San Blas Islands, eastern Atlantic coast"
1131,Chang,India,IND,nbc,Vulnerable,62000,26.2934,94.9493,Tuensang Dt.
741,Ashaninka (Peru),Peru,PER,"cjo, cni, cpb, cpc, cpu, cpy, prq",Vulnerable,62468,-10.6929,-74.3444,"Deptos.  de  Junín,  Ucayali, Loreto, Pasco y Cusco."
2350,Chamorro,Guam (U.S.A.),GUM,cha,Vulnerable,62500,13.4323,144.7338,Guam and Northern Marianas
1831,Tz'utujil,Guatemala,GTM,"tzj, tzt",Definitely endangered,63237,14.6394,-91.2301,"San Lucas Tolimán, San Pablo la Laguna, San Juan la Laguna, San Pedro la Laguna, Santiago Atitlan, Chicacao"
1594,Kurux (Bangladesh),Bangladesh,BGD,kru,Vulnerable,65000,25.8196,88.9672,
1330,Gallo-Sicilian,Italy,ITA,lmo,Definitely endangered,65000,38.0167,14.5994,"Nicosia, Sperlinga, Piazza Armerina, Valguarnera Caropepe and Aidone in the province of Enna, and San Fratello, Acquedolci, San Piero Patti, Montalbano Elicona, Novara di Sicilia and Fondachelli-Fantina in the province of Messina; an outlying dialect of Lombard not listed separately by the SIL; other dialects were formerly also spoken in southern Italy outside Siciy, especially in Lucania (Basilicata)"
1562,Kinnauri,India,IND,"kns, kfk, cif, tpq",Definitely endangered,65097,31.541,78.3764,"Himachal Pradesh, but also in Jammu and Kashmir, Uttaranchal and Haryana"
1567,Bhadravahi,"India, Pakistan","IND, PAK",bhd,Definitely endangered,66918,33.5413,76.333,"Jammu and Kashmir, Bhadrawah region"
1713,Acheron,Sudan,SDN,acz,Severely endangered,70000,10.809,30.2453,"Northern Sudan, Kordofan Province, southern Nuba Hills. Acheron "
702,Maori,New Zealand,NZL,mri,Vulnerable,70000,-38.4105,177.3632,Countrywide
2237,Tai Neua,Lao People's Democratic Republic,LAO,tdd,Vulnerable,70000,20.5166,104.3166,
1568,Bishnupriya Manipuri Creole,"Bangladesh, India","BGD, IND",bpy,Vulnerable,72899,24.297,92.4499,"Assam (Cachar, Hailakandi, Karimganj), Manipur, Tripura"
1379,Wakhi,"China, Pakistan, Tajikistan, Afghanistan","CHN, PAK, TJK, AFG",wbl,Definitely endangered,75000,37.1603,74.9047,"Ishkashim district of GBAO, Tajikistan; Northern Pakistan; Badakhshan Province of Afghanistan and Tashkurghan district of Xinjiang Province of China.  "
2179,Razihi,Yemen,YEM,,Definitely endangered,75000,16.8834,43.2655,Town of Al-Nadhir on Jabal Razih and surrounding area
1347,Arbëresh,Italy,ITA,aae,Definitely endangered,80000,40.9321,14.8645,"(i) Adriatic zone: Montecilfone, Campomarino, Portocannone and Ururi in Molise as well as Chieuti und Casalvecchio di Puglia in Apulia; (ii) San Marzano in Apulia; (iii) Greci in Campania; (iv) northern Basilicata: Barile, Ginestra und Maschito; (v) North Calabrian zone: ca. 30 settlements in northern Calabria (Plataci, Civita, Frascineto, San Demetrio Corone, Lungro, Acquaformosa etc.) as well as San Costantino Albanese and San Paolo Lucano in southern Basilicata; (vi) settlements in southern Calabria, e.g. San Nicola dell’Alto and Vena di Maida; (vii) Sicilian zone: Piana degli Albanesi and two nearby villages near Palermo; (viii) formely also Villabadessa in Abruzzi; an outlying dialect of Albanian"
2163,Taznatit,Algeria,DZA,grr,Severely endangered,80000,29.3413,0.3955,"Several oasis around Timimoune, Adrar, Tamentit"
1765,Lari,Iran (Islamic Republic of),IRN,"lrl, fay",Definitely endangered,80000,27.8585,54.8547,"Lar district, South Province, Iran"
641,Páez,Colombia,COL,pbb,Definitely endangered,80000,2.8237,-76.3117,"In the Tierradentro mountain region of the departments of Cauca and Huila. There are also settlements in Caquetá, Meta, Putumayo, Tolima and Valle."
2303,Quechua of Santiago del Estero,Argentina,ARG,qus,Definitely endangered,80000,-26.7848,-63.6767,
1058,Svan,Georgia,GEO,sva,Definitely endangered,80000,43.0207,42.3193,"area known as Svanetia, mainly within Mestiya and Lentekhi counties in Georgia"
2236,Tai Daeng,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",tyr,Vulnerable,80000,19.8833,104.6166,
1144,Mao,India,IND,nbi,Vulnerable,81000,25.5027,94.2681,"Manipur, Senapati Dt; Nagaland, Kohima Dt."
1686,Yem,Ethiopia,ETH,jnj,Vulnerable,81613,7.6347,37.3205,
1777,Achi',Guatemala,GTM,acr,Vulnerable,82640,15.0845,-90.4888,"West of Rabinal, Baja Verapaz dept."
1791,Ixil (Guatemala),Guatemala,GTM,,Vulnerable,83574,15.4849,-91.0358,"Chajul, San Juan Cotzal, Nebaj"
1141,Chokri,India,IND,nri,Vulnerable,84000,25.8691,94.7131,Phek Dt.
1133,Sangtam,India,IND,nsa,Vulnerable,84000,26.6032,94.9603,"Nagaland, Tuensang Dt."
928,Central Otomí,Mexico,MEX,,Definitely endangered,84593,19.4661,-99.5944,"Municipalities of Acambay, Chapa de Mota, Huixquilucan, Temoaya in the state of Mexico"
1599,Burushaski,Pakistan,PAK,bsk,Vulnerable,87000,35.909,74.2153,"Hunza-Nagar area and Yasin area in Gilgit District, Northern Areas of Pakistan"
940,Eastern Mazahua,Mexico,MEX,,Definitely endangered,88001,19.7129,-99.9515,"Donato Guerra, Ixtlahuaca, Jocotitlán, San Felipe del Progreso, Temascalcingo (municipalities in the state of Mexico)"
932,Mezquital Otomí,Mexico,MEX,ote,Definitely endangered,88789,20.4831,-99.217,"Ajacuba, Ixmiquilpan, San Bartolo Tutotepec, Tepeji del Rio de Ocampo, Zempoala (state of Hidalgo)"
700,Heiban,Sudan,SDN,hbn,Vulnerable,90000,10.8575,30.2371,"Heiban, Abul (Obul), and nearby hills. In Heiban town on the Abri-Talodi road. Alternate names: Ebang, Abul."
1930,Quichua (Cañar and Azuay),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Severely endangered,90000,-2.6577,-78.8378,"Southern Highlands, Provinces of Cañar and Azuay (387 communities)"
669,Nogay (Caucasus),Russian Federation,RUS,nog,Definitely endangered,90020,43.8028,46.2744,"parts of the Karachay-Cherkes Republic, Nogay, Tarumovka, Kizlyar and Babayurt counties in the Republic of Daghestan, Shelkovskaya County in the Republic of Chechenia, and Neftekumsk, Mineral’nyye Vody and Kochubeyevskoye counties in Stavropol’ Region"
1135,Yimchungru,India,IND,yim,Vulnerable,92000,25.9629,94.9713,"Nagaland, Tuensang Dt.  "
1825,Poqomchi',Guatemala,GTM,pob,Vulnerable,92941,15.3757,-90.4288,"Purulhá, Santa Cruz Verapaz, San Cristobal Verapaz, Tactic, Tamahú, Tucurú"
397,Permyak,Russian Federation,RUS,koi,Definitely endangered,94328,59.204,54.5361,the former Permyak Komi Autonomous District and the adjacent parts of Kirov (Vyatka) and Perm’ provinces
292,Embera (Colombia),Colombia,COL,"emp, cmi, cto, sja, bdc, tdc, crf",Vulnerable,95000,6.1624,-76.8383,"The Emberá occupy large parts of western, southern and northern Colombia (departments of Antioquia, Bolívar, Caldas, Caquetá, Cauca, Chocó, Córdoba, Nariño, Putumayo, Quindío, Risaralda, Valle del Cauca). Eastern Panamá (Pacific side and interior). Ecuador (Carchi province). The ethnic group tends to expand and occupy new territories."
1162,Kabui,India,IND,nkf,Vulnerable,95000,24.7218,93.6584,"Manipur, Senapati, Tamenglong and Imphal districts; Nagaland, around Dimapur; Assam."
760,Shughni,"Tajikistan, Afghanistan","TJK, AFG",sgh,Vulnerable,95000,37.4879,71.5374,"Shughnan district, Roshkala district and Khorog city, Gorno Badakhshan Autonomous Region of Tajikistan;
Shughnan district, Badakhshan Province of Afghanistan"
1861,Garífuna (Honduras),Honduras,HND,cab,Vulnerable,98000,15.6754,-88.1476,"Masca, Cortés department; Plaplaya, Gracias a Dios"
1754,Mapuche (Argentina),Argentina,ARG,arn,Severely endangered,100000,-40.0791,-71.0156,"Provinces of Neuquen, Rio Negro, Chubut, Buenos Aires, La Pampa"
342,Crimean Tatar (Crimea),Ukraine,UKR,"crh, jct",Severely endangered,100000,45.3212,34.3212,"originally spoken in the central parts of the Crimea, but most speakers were deported to Central Asia after the Second World War; many have now returned; includes Krimchak (Judeo-Crimean Tatar)"
1233,Ordos,China,CHN,"drh, khk, mvf",Definitely endangered,100000,39.1641,108.1054,"the southernmost part of lnner Mongolia, south of the Yellow River and north of the Great Wall"
451,Dagur (Nonni),China,CHN,dta,Definitely endangered,100000,47.9163,124.1235,Morin Dawa Daur Autonomous Banner in Hulun Buir League and the Nenjiang and Qiqihar regions in Inner Mongolia
